Бүртгэлийн дугаар,Худалдааны нэр,Олон улсын нэршилТун хэмжээNo,Эмийн хэлбэр ,Олгох нөхцөл,Үйлдвэрлэгчийн нэр,Улс,Хүчинтэй хугацаа,Бүртгүүлсэн байгууллага,Бүртгэлийн дугаар.1,Баркод,Баркод.1,,
L20150520JP04790,Ампициллин 250,Ампициллин,250мг,10,капсул,Жороор,Дэгдфарм ХХК,Монгол,2020.05.20,Дэгд фарм ХХК, ,,
L20150623TO04916,Цалгар-7,Уламжлалт эм,0.6г,15,тунлагдсан нунтаг,Жоргүй,Манбадацан ХХК,Монгол,2020.06.23,Манбадацан ХХК, ,,
L20150825TO05042,Жуган-25,Уламжлалт эм,0.7г,9,тунлагдсан нунтаг,Жоргүй,Монг-Эм ХХК,Монгол,2020.08.25,Монг-Эм ХХК, ,,
L20150825TO05052,Сэрэндэнчун,Уламжлалт эм,0.7г,9,тунлагдсан нунтаг,Жоргүй,Монг-Эм ХХК,Монгол,2020.08.25,Монг-Эм ХХК, ,,
L20150325TO04530,Юнва-4,Уламжлалт эм,0.8г,9,тан эм,Жоргүй,Монг-Эм ХХК,Монгол,2020.03.25,Монг-Эм ХХК, ,,
L20150325TO04621,Сожид,Уламжлалт эм,1г,9,тунлагдсан нунтаг,Жоргүй,"Уламжлалт эм, эмийн ургамал ХХК",Монгол,2020.03.25,"Уламжлалт эм, эмийн ургамал ХХК", ,,
L20150430JP04668,Ципрон,Ципрофлоксацин,500мг,10,бүрхүүлтэй шахмал,Жороор,Монос эмийн үйлдвэр,Монгол,2020.04.30,Моносфарм ХХК,8656020989478,,
FT20161122JP05850,Аугмекс,Амоксициллин + Клавуланы хүчил,625мг,100,бүрхүүлтэй шахмал,Жороор,Korea United Pharm Inc,БНСУ,2024.11.22,Ган-Эм фарм ХХК, ,,
FT20160831LP5681,Кстанди,Энзалутамид,40мг,112,зөөлөн капсул,Жороор,Catalant Pharma Solutions LLC,АНУ,2024.08.31,Моносфарм Трейд ХХК, ,,
FT20160831CP05689,Эбрантил,Урапидил,50мг-10мл,5,тарилгын уусмал,Жороор,Takeda Austria GmbH,Австри,2024.08.31,Моносфарм Трейд ХХК,9003638372175,,
FT20160831CP05688,Эбрантил,Урапидил,25мг-5мл,5,тарилгын уусмал,Жороор,Takeda Austria GmbH,Австри,2024.08.31,Моносфарм Трейд ХХК,9003638372151,,
F20161018JO05775,Фагести,Интести бактериофаг жидкий,20мл,4,шингэн,Жоргүй,Biochimpharm JSC,Гүрж,2021.10.18,Моносфарм Трейд ХХК,4860006980012,,
F20161018JO05776,Фагестаф,Стафилококкийн бактериофаг,20мл,4,шингэн,Жоргүй,Biochimpharm JSC,Гүрж,2021.10.18,Моносфарм Трейд ХХК,4860006980067,,
F20161018JO05777,Фагио,Пио бактериофаг,20мл,4,шингэн,Жоргүй,Biochimpharm JSC,Гүрж,2021.10.18,Моносфарм Трейд ХХК,4860006980029,,
L20160831AH05703,Калийн холимог шингэн,Калийн хлорид + Глюкоз,200мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.08.31,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214143,,
L20160831AP05702,Лабор,Калийн хлорид + кальцийн хлорид + Глюкоз,100мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.08.31,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214623,,
L20160831AP05702,Лабор,Калийн хлорид + кальцийн хлорид + Глюкоз,200мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.08.31,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214630,,
L20160831AP05702,Лабор,Калийн хлорид + кальцийн хлорид + Глюкоз,400мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.08.31,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214647,,
L20160831AP05702,Лабор,Калийн хлорид + кальцийн хлорид + Глюкоз,500мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.08.31,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214654,,
L20160413BP05468,Рингер,Калийн хлорид + Кальцийн хлорид + Натрийн хлорид,200 мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.04.13,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214609,,
L20160413BP05468,Рингер,Калийн хлорид + Кальцийн хлорид + Натрийн хлорид,400мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.04.13,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214616,,
L20160317BP05422,Натрийн хлорид,Натрийн хлорид,0.9%-50мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.03.17,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214388,,
L20160317BP05422,Натрийн хлорид,Натрийн хлорид,0.9%-200мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.03.17,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214395,,
L20160317BP05422,Натрийн хлорид,Натрийн хлорид,0.9%-400мл,1,тарилгын шингэн,Жороор,Энхийн шүүдэр дуслын эмийн үйлдвэр,Монгол,2021.03.17,Энхийн шүүдэр ХХК /Үйлдвэр/,8656021214401,,
F20100129VP02292,Рингерийн уусмал,Калийн хлорид + Кальцийн хлорид + Натрийн хлорид,100мл,1,тарилгын шингэн,Жороор,Kraspharma JSC,ОХУ,2025.01.29,Моносфарм Трейд ХХК,4602521011556,,
F20100129VP02292,Рингерийн уусмал,Калийн хлорид + Кальцийн хлорид + Натрийн хлорид,250мл,1,тарилгын шингэн,Жороор,Kraspharma JSC,ОХУ,2025.01.29,Моносфарм Трейд ХХК,4602521011600,,
F20100129VP02292,Рингерийн уусмал,Калийн хлорид + Кальцийн хлорид + Натрийн хлорид,500мл,1,тарилгын шингэн,Жороор,Kraspharma JSC,ОХУ,2025.01.29,Моносфарм Трейд ХХК,4602521011662,,
F20100129VP02292,Рингерийн уусмал,Калийн хлорид + Кальцийн хлорид + Натрийн хлорид,1000мл,1,тарилгын шингэн,Жороор,Kraspharma JSC,ОХУ,2025.01.29,Моносфарм Трейд ХХК,4602521011518,,
F20160413JP05466,Рифампицин+Изониазид+Пиразинамид,Рифампицин + Изониазид + Пиразинамид,60мг+30мг+150мг,24x28,шахмал,Жороор,Svizera Labs Private Limited,БНЭУ,2021.04.13,Мөнхийн тун ХХК,8902215410341,,
F20160413JP05465,Рифампицин+ изониазид,Рифампицин + Изониазид,60мг+60мг,10х10,шахмал,Жороор,Svizera Labs Private Limited,БНЭУ,2021.04.13,Мөнхийн тун ХХК,8902215410358,,
F20160413JP05464,Рифампицин+ изониазид,Рифампицин + Изониазид,60мг+30мг,24x28,шахмал,Жороор,Svizera Labs Private Limited,БНЭУ,2021.04.13,Мөнхийн тун ХХК, ,,
F20160413JP05463,Этамбутол,Этамбутол,400мг,10x10,шахмал,Жороор,Svizera Labs Private Limited,БНЭУ,2021.04.13,Мөнхийн тун ХХК,8902215410013,,
F20160413JP05462,Рифампицин,Рифампицин,150мг,10x10,шахмал,Жороор,Svizera Labs Private Limited,БНЭУ,2021.04.13,Мөнхийн тун ХХК,8902215410112,,
F20160413JP05461,Изониазид,Изониазид,300мг,24x28,шахмал,Жороор,Svizera Labs Private Limited,БНЭУ,2021.04.13,Мөнхийн тун ХХК,8902215410037,,
F20160413JP05460,Изониазид,Изониазид,100мг,5x10,шахмал,Жороор,Svizera Labs Private Limited,БНЭУ,2021.04.13,Мөнхийн тун ХХК, ,,
FT20160413BP05455,Тауролин 2%,Тауролидин,20г/л-250мл,1,уусмал,Жороор,Berlin Chemie AG /Menarini Group/,Герман,2021.04.13,Мед Монгол ХХК, ,,
F20161018GP05787,Вирго-20,Тадалафил,20мг,4,шахмал,Жороор,Syncom healthcare limited,БНЭУ,2021.10.18,Торгонтуул ХХК,8906058650353,,
F20161018JP05788,Офлатин- О,Офлоксацин + орнидазол,200мг+500мг,100,шахмал,Жороор,Syncom healthcare limited,БНЭУ,2021.10.18,Торгонтуул ХХК,8906058650148,,
F20161018JP05792,Кюбе,Ципрофлоксацин,10мл,1,нүдний дусал,Жороор,Syncom healthcare limited,БНЭУ,2021.10.18,Торгонтуул ХХК,8906058650292,,
FT20160617CP05521,Ко-пренесса,Периндоприл + Индапамид,8мг+2.5мг,30,шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2024.06.17,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар",3838989589677,,
FT20160617CP05522,Аторис,Аторвастатин,30мг,30,бүрхүүлтэй шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2019.06.17,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар", ,,
FT20160617CP05523,Валсакор,Валсартан,320мг,30,бүрхүүлтэй шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2019.06.17,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар", ,,
FT20160617JP05524,Гентамицин-К,Гентамицин,40мг/мл-1мл,10,тарилгын уусмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2024.06.17,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар",3838989524319,,
F20180501RP06582,Мастик ЛС,Монтелукаст + Левоцетиризин,10мг+5мг,30,шахмал,Жороор,Brawn laboratories limited,БНЭУ,2023.05.01,Энто ХХК, ,,
F20180501RP06582,Мастик ЛС,Монтелукаст + Левоцетиризин,10мг+5мг,100,шахмал,Жороор,Brawn laboratories limited,БНЭУ,2023.05.01,Энто ХХК,8902399002462,,
FT20180501MP06581,Коцилон,Колхицин,0.5мг,100,шахмал,Жороор,Brawn laboratories limited,БНЭУ,2023.05.01,Энто ХХК,8902399006989,,
F20180501AP06583,МФ 500,Метформин,500мг,30,бүрхүүлтэй шахмал,Жороор,Brawn laboratories limited,БНЭУ,2023.05.01,Энто ХХК,8902399007627,,
F20180501AP06583,МФ 500,Метформин,500мг,100,бүрхүүлтэй шахмал,Жороор,Brawn laboratories limited,БНЭУ,2023.05.01,Энто ХХК,8902399007627,,
F20180501JP06584,Ластпен,Имипенем + Циластатин,500мг+500мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Brawn laboratories limited,БНЭУ,2023.05.01,Энто ХХК,8902399007689,,
FT20180501LP06538,С-1КК Нийлмэл шахмал Т25,Тегафур + Гимерацил + Отерацил,25мг+7.25мг+24.5мг,56,бүрхүүлтэй шахмал,Жороор,"Kobayashi Kako Co., Ltd",Япон,2021.05.01,Уужим мандах ХХК,114987436088563,,
FT20180501LP06537,С-1КК Нийлмэл шахмал Т20,Тегафур + Гимерацил + Отерацил,20мг+5.8мг+19.6мг,56,бүрхүүлтэй шахмал,Жороор,"Kobayashi Kako Co., Ltd",Япон,2021.05.01,Уужим мандах ХХК,114987436087368,,
FT20180501AP06555,Мултивита тарилга,Аскорбины хүчил + Витамин А + Эргокальциферол + Тиамин + Пиридоксины гидрохлорид + Никотины хүчил + Декспантенол + Токоферол + Фолийн хүчил + Цианокобаламин + Рибофлавин + Биотин, ,10,тарилгын уусмал бэлтгэх лиофилизат нунтаг,Жороор,"Dae Han New Pharm Co.,Ltd",БНСУ,2021.05.01,Палома ХХК,8806699064420,,
FT20180501AP06556,Годекс капсул,Карнитиний оротат + Элэгний ханд + Адениний гидрохлорид + Пиридоксины гидрохлорид + Цианокобаламин + Дифенил диметилийн дикарбоксилат + Рибофлавин,150мг+12.5мг+2.5мг+25мг+0.125мг+25мг+0.5мг,100,капсул,Жороор,Celltrion Pharm. Inc,БНСУ,2021.05.01,Палома ХХК,108806939000829,,
FT20180501CO06546,Ньюмакор,Омега3 тосны хүчил,1000мг,60,капсул,Жоргүй,"Yuyu Pharma, Inc",БНСУ,2021.05.01,ВэллБий ХХК,880644590593,,
FT20180501GP06544,Дустар,Дутастерид,0.5мг,30,капсул,Жороор,"Yuyu Pharma, Inc",БНСУ,2021.05.01,ВэллБий ХХК,880644590913,,
FT20180501AO06551,Күүл лайт нунтаг, ,56.402г,4,нунтаг,Жоргүй,"Kolmar Korea Co.,Ltd",БНСУ,2021.05.01,Палома ХХК,108806717044410,,
FT20180501AO06552,Кем лайт нунтаг,Натрийн пикосульфат + Магнийн оксид + лимоны хүчил,10мг+3.5мг+12г-16.37г,3,Ууж хэрэглэх уусмал бэлтгэх нунтаг,Жоргүй,"Kolmar Korea Co.,Ltd",БНСУ,2021.05.01,Палома ХХК,8809581074026,,
FT20180501AO06553,Газ Кү хөвмөл,Симетикон,2г/100мл-10мл,24,ууж хэрэглэх хөвмөл,Жоргүй,"Kolmar Korea Co.,Ltd",БНСУ,2021.05.01,Палома ХХК,8809581074019,,
FT20180501AO06553,Газ Кү хөвмөл,Симетикон,2г/100мл-10мл,60,ууж хэрэглэх хөвмөл,Жоргүй,"Kolmar Korea Co.,Ltd",БНСУ,2021.05.01,Палома ХХК,8809581074019,,
FT20180501CP06554,Хифорже,Амлодипин + Валсартан,10мг+160мг,30,бүрхүүлтэй шахмал,Жороор,"Kolmar Korea Co.,Ltd",БНСУ,2021.05.01,Палома ХХК,8809533817374,,
F20180501JP06590,Корнизол Ай Ви,Метронидазол,0.5г-100мл,1,тарилгын шингэн,Жороор,Coral Laboratories Ltd.,БНЭУ,2023.05.01,Саба трейд ХХК,8904151840114,,
F20180501VP06591,Зестомин,Амин хүчлүүд + Витаминууд,200мл,1,сироп,Жороор,Coral Laboratories Ltd.,БНЭУ,2023.05.01,Саба трейд ХХК,8904151802341,,
F20171102RO06345,Ренгалин,Брадикинин төст цэвэршүүлсэн эсрэг бие + Гистамин төст цэвэршүүлсэн эсрэг бие + Морфин төст цэвэршүүлсэн эсрэг бие,0.006г+0.006г+0.006г,20,хэлэн дор уусах шахмал,Жоргүй,Materia Medica Holding OOO NPF,ОХУ,2022.11.02,Моносфарм Трейд ХХК,4607009582023,,
